idx,연승,마명,산지,성별,연령,중량,기수명,마체중,단승,연승,grade,length,date,데뷔일자,경주마1등,경주마2등,경주마3등,경주마총전적,경주마3등이내횟수,경주마3등이내확률,기수1등,기수2등,기수3등,기수총전적,기수3등이내횟수,기수3등이내확률,마체중증감,money
6390,0,모닝펄,한,암,2세,53,문성혁,431,86.8,6.6,국6등급,1000M,20211003,2018-06-15,0,0,0,2,0,0,65,57,59,704,181,0.2571,0,270073327.5
6391,0,모닝펄,한,암,2세,53,문성혁,432,15.2,10.4,국6등급,1000M,20210822,2018-06-15,0,0,0,1,0,0,62,54,53,672,169,0.2515,0,270073327.5
6392,0,모닝프린스,한,수,2세,55,빅투아르,511,21.9,4.6,국OPEN,1200M,20220828,2017-07-05,0,0,2,2,2,1,194,204,201,1819,599,0.3293,1,129067177
6393,1,모닝프린스,한,수,2세,55,빅투아르,501,3.9,1.5,국6등급,1000M,20220625,2017-07-05,0,0,1,1,1,1,183,197,199,1779,579,0.3255,0,129067177
6394,0,모닝플래시,한,수,3세,55,이철경,503,13.2,2.7,국5등급,1400M,20210605,2016-06-18,1,0,1,4,2,0.5,72,83,79,951,234,0.2461,1,1223127496
6395,1,모닝플래시,한,수,3세,56,이철경,501,4.5,3,국6등급,1200M,20210502,2016-06-18,0,0,1,3,1,0.3333,68,78,76,911,222,0.2437,0,1223127496
6396,0,모닝플래시,한,수,3세,57,이철경,503,10.5,1.7,국6등급,1300M,20210403,2016-06-18,0,0,1,2,1,0.5,66,78,76,894,220,0.2461,0,1223127496
6397,1,모닝플래시,한,수,3세,56.5,이철경,505,123.3,5.6,국6등급,1200M,20210221,2016-06-18,0,0,0,1,0,0,64,75,74,875,213,0.2434,1,1223127496
6398,0,모닝플래시,한,수,2세,55,김옥성,504,74,16.3,국6등급,1200M,20201206,1987-04-01,0,0,0,0,0,0,537,635,733,8184,1905,0.2328,1,1223127496
6399,0,모닝힐,한,거,4세,55,이현종,491,21.6,2.5,국OPEN,1200M,20220903,2015-06-18,5,1,1,14,7,0.5,191,163,190,1671,544,0.3256,1,186918327.5
6400,1,모닝힐,한,거,4세,52,이현종,490,41.3,6.4,국3등급,1200M,20220723,2015-06-18,5,1,0,13,6,0.4615,190,162,189,1650,541,0.3279,1,186918327.5
6401,0,모닝힐,한,거,4세,51,이현종,487,10.7,2.9,국3등급,1200M,20220605,2015-06-18,5,1,0,12,6,0.5,188,161,188,1623,537,0.3309,0,186918327.5
6402,0,모닝힐,한,거,4세,52,이현종,495,10.5,3,혼3등급,1400M,20220417,2015-06-18,5,1,0,11,6,0.5455,186,159,186,1590,531,0.334,1,186918327.5
6403,0,모닝힐,한,거,4세,52,이현종,488,9.1,2.9,국3등급,1800M,20220312,2015-06-18,5,1,0,10,6,0.6,186,157,181,1554,524,0.3372,0,186918327.5
6404,0,모닝힐,한,거,4세,52,이현종,489,5.4,1.8,혼3등급,1200M,20220130,2015-06-18,5,1,0,9,6,0.6667,184,155,175,1513,514,0.3397,1,186918327.5
6405,0,모닝힐,한,거,3세,52.5,문성혁,488,4.5,1.9,혼3등급,1200M,20211226,2018-06-15,5,1,0,8,6,0.75,71,61,66,772,198,0.2565,0,186918327.5
6406,1,모닝힐,한,거,3세,54,문성혁,488,4.6,1.9,국4등급,1200M,20211127,2018-06-15,4,1,0,7,5,0.7143,66,59,64,738,189,0.2561,0,186918327.5
6407,0,모닝힐,한,거,3세,53,문성혁,489,2.8,1.2,혼4등급,1200M,20211003,2018-06-15,4,1,0,6,5,0.8333,65,57,60,706,182,0.2578,1,186918327.5
6408,1,모닝힐,한,거,3세,53,문성혁,475,2,1.5,국4등급,1200M,20210808,2018-06-15,4,0,0,5,4,0.8,58,50,53,656,161,0.2454,0,186918327.5
6409,1,모닝힐,한,거,3세,56,문성혁,481,2.1,1.1,국5등급,1200M,20210704,2018-06-15,3,0,0,4,3,0.75,50,48,51,629,149,0.2369,0,186918327.5
6410,0,모닝힐,한,거,3세,56,문성혁,490,2.9,1.4,국5등급,1400M,20210605,2018-06-15,3,0,0,3,3,1,48,46,49,604,143,0.2368,1,186918327.5
6411,1,모닝힐,한,거,3세,56,문성혁,487,1.2,1.1,국6등급,1200M,20210404,2018-06-15,2,0,0,2,2,1,41,42,47,553,130,0.2351,0,186918327.5
6412,1,모닝힐,한,거,3세,55.5,문성혁,487,1.4,1.3,국6등급,1000M,20210228,2018-06-15,1,0,0,1,1,1,40,42,47,527,129,0.2448,1,186918327.5
6413,0,모던골드,한,수,3세,56,하정훈,457,196.4,22.6,국6등급,1200M,20210530,2015-06-18,0,0,0,3,0,0,59,85,94,1341,238,0.1775,1,226357483
6414,0,모던골드,한,수,3세,56,하정훈,455,26.2,5.3,국6등급,1200M,20210508,2015-06-18,0,0,0,2,0,0,59,85,94,1329,238,0.1791,0,226357483
6415,0,모던골드,한,수,3세,57,하정훈,456,38.1,6,국6등급,1200M,20210404,2015-06-18,0,0,0,1,0,0,59,85,93,1315,237,0.1802,1,226357483
6416,0,모던골드,한,수,3세,56.5,하정훈,440,9999.9,9999.9,국6등급,1000M,20210205,2015-06-18,0,0,0,0,0,0,58,85,93,1279,236,0.1845,0,226357483
6417,0,모던베스트,한,암,4세,53,송재철,437,16.1,2.9,국5등급,1200M,20220917,2013-06-01,1,2,1,14,4,0.2857,270,310,313,3354,893,0.2662,0,246682483
6418,1,모던베스트,한,암,4세,52,김옥성,438,20.6,3.6,국5등급,1200M,20220814,1987-04-01,1,1,1,13,3,0.2308,549,660,757,8569,1966,0.2294,1,246682483
6419,0,모던베스트,한,암,4세,52,김옥성,427,80.7,15.4,국5등급,1200M,20220703,1987-04-01,1,1,1,12,3,0.25,547,656,756,8542,1959,0.2293,1,246682483
